ID,Label,X,Y,E,100,150,200
44,AA,586103.0012,3207288.143,2162.0,65.48626130602716,96.98941766016296,131.53768434603057
45,AA,586108.1848,3207285.411,2163.0,65.37494325121997,95.46019999943793,131.69613160967114
46,AA,586106.6939,3207315.428,2163.0,65.26099415973904,94.15453568632017,133.26149873358617
47,AA,586090.9293,3207313.094,2162.0,65.0597274354113,97.68275755094021,133.37971324789112
48,AA,586087.5737,3207305.867,2161.0,65.84579934007512,98.17622803588078,132.81002461322205
49,AA,586071.3995,3207306.189,2160.0,64.89832376667685,100.49571999000388,133.59071374014167
50,AA,586090.0442,3207288.157,2161.0,66.27111131077856,100.15093062667202,130.64956404086965
51,AA,586090.3232,3207289.932,2160.0,66.18588129336895,100.16123092517302,130.6170497976409
52,AA,586094.3839,3207294.062,2162.0,66.1780922278166,98.09505356408307,130.7164390294283
53,AA,586154.5833,3207203.763,2168.0,65.15709442372982,96.41958045091889,124.04315220225043
54,AA,586143.9302,3207208.337,2167.0,62.549871790753265,96.27740258189695,126.65814256917862
55,AA,586141.2892,3207209.758,2167.0,62.25402350939484,96.35496260745501,126.73617599203857
56,AA,586139.3889,3207203.317,2165.0,62.29261084227998,97.24187140538595,126.8764078926238
57,AA,586128.8129,3207197.587,2164.0,61.26541551084841,97.9206545355509,125.66503608336981
58,AA,586124.5735,3207204.314,2164.0,61.23997989973333,98.54842997286383,125.87807010143037
59,AA,586131.4941,3207203.812,2164.0,61.86711856032242,97.86620407121036,126.93234834934724
60,AA,586134.097,3207207.488,2165.0,62.20973202555104,97.1738998625962,126.67729346621289
61,AA,586220.3147,3207272.511,2174.0,63.33673911371567,91.88269885254672,115.50083845904358
62,AA,586212.3967,3207276.108,2174.0,61.79630432101853,92.52493363467718,114.77248022387636
63,AA,586209.4527,3207278.967,2173.0,62.12674220652922,92.9459318053878,115.11738619836105
64,AA,586212.1098,3207288.405,2172.0,61.99894249450767,92.70360589507071,114.62619220759795
65,AA,586197.5527,3207293.947,2171.0,60.38016658015043,92.63346840462084,115.66215225170801
66,AA,586187.3064,3207283.233,2169.0,63.70367230155992,92.73336943761568,114.39032092870343
67,AA,586180.9155,3207291.053,2169.0,65.06139809797497,94.1450666399185,116.89352485957673
68,AA,586186.3318,3207296.301,2170.0,62.3008751234296,93.68543119011352,117.2881756698069
69,AA,586190.8746,3207301.099,2169.0,60.61751222919169,93.31839016097467,118.48078949415032
70,AA,586184.2367,3207315.898,2166.0,62.67700355413858,95.72607866848831,120.76830177912952
71,AA,586183.7007,3207322.431,2165.0,63.9974098539569,96.54255381541083,122.51236606093396
72,AA,586175.3803,3207314.723,2166.0,61.6124215481755,95.44430477959335,120.07619782618775
73,AA,586174.8207,3207311.395,2167.0,61.084900068919936,94.80769339406368,120.84601364624747
74,AA,586178.1386,3207310.644,2168.0,61.006005264423884,94.76864733274351,120.04941963062736
75,AA,586167.3608,3207292.835,2168.0,64.97451653948806,95.19160223788805,119.1294929346252
76,AA,586163.5011,3207300.895,2167.0,63.78651333595706,93.68601953021691,120.41741439394151
77,AA,586164.2572,3207304.003,2166.0,62.645825097132196,93.56273773135396,121.00622806338359
78,AA,586161.2473,3207302.651,2166.0,64.12256651647515,93.48176846798296,121.4571757144023
79,AA,586168.3677,3207327.524,2164.0,65.120160160441,98.1370203334125,124.29048392131207
80,AA,586160.8017,3207323.146,2164.0,64.87196599599316,96.00136385003755,122.96363677812958
81,AA,586148.1361,3207323.273,2164.0,65.16282335128341,96.12102553552516,126.00880936906381
82,AA,586139.4497,3207325.424,2164.0,64.93831351050203,96.22287835733678,129.16880476837184
83,AA,586125.0465,3207349.472,2160.0,65.92786443137389,100.67398869191155,134.3170450974809
84,AA,586102.8576,3207346.425,2158.0,62.222370687496905,100.09257520994419,135.5438802608171
85,AA,586105.2439,3207326.941,2160.0,65.27892006891456,94.94226797597973,134.55863927239764
86,AA,586094.0148,3207330.403,2163.0,64.19578327862607,99.7789043566704,136.38916233258558
87,AA,586092.93,3207332.168,2163.0,62.63136192828067,100.76291280509363,135.9894166667466
88,AA,586088.7947,3207338.009,2162.0,61.40821251301848,101.29785928895167,136.8908563019747
89,AA,586089.4575,3207340.563,2161.0,61.27838188549192,101.91877648176487,136.2762569600396
90,AA,586088.8109,3207348.868,2159.0,62.573867869418486,101.6127452011013,136.48837848521507
91,AA,586082.1539,3207340.176,2161.0,61.84504840687382,99.74596346188017,135.0172225715998
92,AA,586085.521,3207319.813,2164.0,64.75656853081856,99.05275388933808,134.91171828068283
93,AA,586077.1599,3207317.534,2163.0,63.30876266129363,99.56228137521246,134.9869968825608
94,AA,586070.0172,3207321.692,2162.0,62.568473278019475,100.43878583345699,134.21202116330608
95,AA,586073.8003,3207336.9,2161.0,62.2487502631046,99.80347313888541,135.033002995335
96,AA,586071.127,3207342.642,2159.0,59.79033569883188,99.57399915422758,135.88529981204945
97,AA,586072.8499,3207346.755,2159.0,59.354735327583754,98.94530716446667,136.7614970225096
98,AA,586059.7307,3207329.371,2161.0,61.140701569923785,103.15839072297143,136.18227415368546
99,AA,586051.8611,3207352.581,2158.0,59.17431072090271,99.88663704091944,137.75205914390276
100,AA,586046.3855,3207342.235,2160.0,62.26057278383791,100.0839454164591,136.54387146116355
101,AA,586042.2557,3207360.376,2157.0,62.69171092096955,97.3975883332409,139.26944895925067
102,AA,586042.5176,3207351.403,2159.0,60.93746750091132,99.5328431206541,136.9579301828414
103,AA,586029.9843,3207346.877,2158.0,63.831717222848354,97.37552247879474,134.46843298450509
104,AA,586036.2345,3207266.591,2157.0,77.79325468593207,106.05274193818691,129.17941626855276
105,AA,586042.5378,3207257.441,2158.0,77.87920537534032,106.81499534193833,128.20704690963242
106,AA,586044.6887,3207243.385,2158.0,73.89766594336372,106.64089280507483,127.21448227967099
107,AA,586064.2757,3207242.645,2161.0,70.64653673700383,105.77411817997745,127.96194314196681
108,AA,586071.8517,3207245.693,2162.0,68.24372255583624,105.13265695713991,128.8148617874117
109,AA,586067.034,3207238.566,2162.0,68.85960770416831,105.30563746433472,128.89555617439584
110,AA,586069.4059,3207234.041,2163.0,68.46504194897769,104.18127651184543,128.64964956181123
111,AA,586067.2851,3207231.033,2163.0,69.44582967264391,104.39266763994853,128.84040161394282
112,AA,586072.1829,3207240.488,2163.0,67.89701327038189,104.53212448097048,129.47687939281548
113,AA,586076.6413,3207256.588,2161.0,67.8417023686866,103.57598055078232,129.01125780043296
114,AA,586081.7442,3207251.64,2163.0,66.44107675974158,102.61964557340667,129.0691143697684
115,AA,586094.409,3207251.624,2163.0,64.77189950052315,100.09572767794727,129.15140796025972
116,AA,586086.7176,3207237.937,2165.0,64.01437213308567,101.95055166106945,128.91925600480488
117,AA,586103.5854,3207236.069,2165.0,62.95400558057662,98.27068269829991,128.03918258991135
118,AA,586113.7058,3207237.585,2165.0,64.90680964140176,95.59765764398023,128.49000361534033
119,AA,586120.4506,3207234.533,2166.0,64.93037987219323,95.63320700532059,128.66781521371175
120,AA,586111.7264,3207228.706,2164.0,63.03892865392161,96.24412319308665,128.48829616918647
121,AA,586110.6954,3207223.269,2164.0,62.67951114376545,97.65861908834094,128.0250576474877
122,AA,586110.9918,3207222.717,2165.0,62.53995076446821,97.84753512104274,128.00611725927402
123,AA,586111.5754,3207222.832,2164.0,62.389545336954555,97.41652333277548,127.93191003301263
124,AA,586113.0483,3207221.292,2163.0,62.91052309371201,96.82421753600809,127.7403766744211
125,AA,586114.1339,3207219.416,2164.0,62.72326575142238,97.37198110983617,127.78577213537037
126,AA,586122.9979,3207219.594,2163.0,62.65219241603364,96.46261457792671,127.0214545313796
127,AA,586118.1843,3207211.912,2163.0,61.66349655221109,98.6062134686923,126.69983960626635
128,AA,586121.0019,3207212.93,2163.0,62.31090074141559,97.84512942125028,126.60514638344405
129,AA,586119.961,3207208.823,2164.0,61.34923392809198,98.49457275375795,125.889044557731
130,AA,586118.6121,3207206.818,2163.0,61.904302035895306,99.22870425926176,125.98183090540408
131,AA,586111.8145,3207203.886,2164.0,62.088100205302126,98.55500990281277,125.90772427867944
132,AA,586108.7541,3207209.293,2163.0,61.269363859441924,98.50153601878095,125.70898924078605
133,AA,586115.831,3207200.925,2162.0,61.948881949886804,98.76660996117225,125.9707831079564
134,AA,586117.0173,3207198.607,2161.0,62.348274792771655,98.08093020875275,125.81463177198087
135,AA,586114.7075,3207194.822,2161.0,62.0495795300072,98.32238683049174,125.67407096753502
136,AA,586113.9763,3207188.39,2160.0,63.216155645906504,97.26684180208585,125.7483310931221
137,AA,586109.1154,3207187.024,2160.0,63.58841715518862,97.2636372140302,125.74305832066725
138,AA,586107.1539,3207188.782,2159.0,64.00454127568553,97.58822357388037,126.09028971728218
139,AA,586015.3821,3207345.439,2152.0,62.526398817724775,95.330672361251,135.19900841864634
140,AA,586007.4377,3207352.582,2151.0,61.25283151857946,93.12583334848425,135.144770081039
141,AA,586001.4196,3207349.656,2151.0,60.50462188294421,93.77427428279276,133.42407983313186
142,AA,586002.7381,3207342.685,2152.0,60.38344835520983,94.57704104126091,133.44753407888643
143,AA,586002.5565,3207340.911,2152.0,60.000050895940134,95.13289536094827,133.35902161669065
144,AA,585993.9948,3207339.406,2153.0,59.03486651394887,95.03125436364645,132.41612211656178
145,AA,585991.2581,3207340.605,2152.0,57.71733815971681,94.4238730945985,131.96584994834927
146,AA,585985.2341,3207338.454,2154.0,55.95077845288748,95.0297948158751,131.00548748785738
147,AA,585977.1568,3207350.361,2151.0,53.812562995257885,93.66970491131879,127.8439141221457
148,AA,585976.0803,3207351.018,2151.0,54.10657197291613,93.14897729571973,126.50626590274149
149,AA,585987.181,3207325.616,2157.0,58.20419819174954,92.62824761826072,129.60848037856059
150,AA,585975.4476,3207318.326,2157.0,55.66072435202661,91.6596510602646,126.11403596635157
151,AA,585962.0464,3207325.65,2157.0,53.20954115351934,92.86151922424429,123.5939348306163
152,AA,585960.2855,3207326.634,2156.0,53.287636509631774,93.60745746812685,122.66642402215831
153,AA,585961.1974,3207348.026,2152.0,49.78596453610453,92.89819206940041,123.94145075785043
154,AA,585956.0914,3207353.417,2150.0,52.55082564942361,89.40855208615845,121.82223679452558
155,AA,585948.498,3207352.696,2150.0,54.858034904066116,89.6185413578573,121.40378714270082
156,AA,585949.3187,3207347.161,2152.0,54.04794115752018,88.59192749500741,120.60680466680351
157,AA,585950.5174,3207343.181,2154.0,55.193559093042666,91.47357448213343,121.67994465117715
158,AA,585952.862,3207342.312,2154.0,55.244336071761566,92.08643828216779,124.50224594765699
159,AA,585945.0905,3207326.299,2156.0,50.82538897241081,90.78227983297252,122.19272158161516
160,AA,585977.6536,3207309.921,2160.0,60.74114700990605,90.74156030629648,126.9626702769234
161,AA,585963.4778,3207277.46,2158.0,65.00026112453149,93.81809270811361,124.58732778370552
162,AA,585957.6675,3207285.838,2158.0,61.703917773633734,92.389030833949,124.87613169641948
163,AA,585953.5525,3207315.06,2152.0,52.19728724307658,89.77838837777885,121.41648068867079
164,AA,585957.0745,3207300.017,2154.0,56.277728928405146,89.91687128513034,119.65410447776003
165,AA,585954.1322,3207302.654,2153.0,53.36697613233781,90.79271266256792,120.17718167669545
166,AA,585955.1246,3207300.224,2153.0,54.656850553376024,89.93036829146773,119.66488833176692
167,AA,585943.7105,3207302.355,2153.0,54.13001879919134,86.7498863699949,120.71298802208726
168,AA,585940.8756,3207303.663,2152.0,53.073444409102784,84.76200260346477,119.17156794779284
169,AA,585935.1422,3207301.737,2152.0,53.302826730489606,81.81548528113107,119.75166150527978
170,AA,585929.8183,3207297.154,2150.0,54.8032339731426,81.68275099828033,118.51010551616689
171,AA,585918.5776,3207302.167,2148.0,55.269790126588035,81.26756525717649,119.04065626671651
172,AA,585919.0818,3207312.919,2149.0,56.069925066423714,83.18839528743615,120.77703299327288
173,AA,585923.4184,3207319.267,2150.0,56.551189230095915,84.87811092529762,121.34360731187722
174,AA,585929.5369,3207282.636,2150.0,56.70839862661006,85.98340158860269,119.55339445435003
175,AA,585927.5928,3207282.068,2149.0,55.80217391581619,84.40630891654159,119.58399199395168
176,AA,585923.1059,3207282.81,2149.0,56.1511873374788,82.13476041504394,117.82977460907708
177,AA,585920.8621,3207283.236,2149.0,54.897639074780216,82.5340008970867,118.29594497817834
178,AA,586079.8198,3207183.259,2159.0,65.9848349998238,98.76449077749037,128.81901418825896
179,AA,586061.4677,3207149.105,2161.0,68.35106936963548,93.05405847144469,126.98344303100222
180,AA,586076.5221,3207168.276,2160.0,68.46228039304566,96.4149343658521,129.17229540287445
181,AA,586088.6476,3207149.197,2164.0,67.14393496066208,96.1388726833175,126.23634424682342
182,AA,586090.1287,3207146.549,2164.0,66.99452054823577,96.64953902843088,125.872886918409
183,AA,586092.2233,3207140.027,2164.0,66.93283412922949,97.17508840709654,124.85749464147825
184,AA,586102.8774,3207161.381,2162.0,66.06331937735047,97.3125263736948,125.37802877402197
185,AA,586103.8731,3207158.508,2162.0,66.13028157642928,97.12243314976833,124.51057700423605
186,AA,586109.7881,3207162.209,2162.0,64.65198771584195,97.50262288580295,124.0041609245997
187,AA,586109.2442,3207156.775,2163.0,66.0867501449296,98.0800189530733,123.979742929504
188,AA,586108.3206,3207150.009,2164.0,66.33472348675315,98.68383917160655,123.48026091885664
189,AA,586101.9155,3207133.673,2166.0,66.08500245521648,99.22254200011939,123.48038569519493
190,AA,586099.5174,3207128.669,2166.0,66.8400941287342,98.84973055835667,122.72230569719731
191,AA,586042.2067,3207184.419,2164.0,71.24102473401663,95.16765004041294,127.4803930900805
192,AA,586037.6198,3207185.492,2163.0,71.39475342961435,95.96948010283413,127.27666918717897
193,AA,586009.1867,3207196.693,2160.0,63.19121837709445,99.48499080262079,123.67863097466648
194,AA,586008.4181,3207195.247,2161.0,63.109920582771245,99.12021359208231,123.71108532110567
195,AA,585999.8621,3207192.967,2159.0,62.38150236471147,98.95713599700426,122.57871887580656
196,AA,585989.77,3207174.608,2158.0,55.761154022311196,93.400437939955,121.9280928559429
197,AA,585991.0298,3207175.504,2158.0,56.74266943937848,93.33521232101616,122.32274699580368
198,AA,586007.6343,3207169.756,2159.0,59.61944737522905,93.74723029946564,123.73474875144063
199,AA,586017.5699,3207169.941,2158.0,64.58436182196678,93.94958987564634,125.35585509278825
200,AA,586039.3758,3207146.059,2159.0,64.99537123883457,88.58884212285243,126.06886184179929
201,AA,586037.4771,3207139.397,2159.0,63.18520111918463,89.0397606019492,123.09300259980135
202,AA,586036.1779,3207130.744,2159.0,60.170075207789786,89.55859680600341,123.39533542628281
203,AA,586035.8136,3207140.381,2159.0,62.577508882591616,88.13874059530792,123.3770891074906
204,AA,586031.2467,3207138.796,2159.0,61.19127987932752,88.80918851818153,122.7288962948832
205,AA,586025.849,3207144.074,2159.0,61.09918430145547,89.91321851760033,124.60909518378693
206,AA,586022.5143,3207160.116,2157.0,63.5129713103051,89.79238870568246,125.52910424472475
207,AA,586021.6483,3207158.669,2157.0,61.7671043836336,89.39118685468976,125.1982062052051
208,AA,586017.8524,3207158.198,2157.0,61.41304617061088,90.08439256199377,124.98121227137096
209,AA,586016.5844,3207158.41,2156.0,61.5179476267984,90.10639364146627,125.16324182129554
210,AA,586023.7925,3207106.385,2155.0,59.671537615793184,90.20711419614152,121.55778582014149
211,AA,586022.5269,3207106.265,2155.0,58.66424334705118,90.26299654026403,122.04023807354062
212,AA,586014.8484,3207103.881,2156.0,57.48200963998075,87.98282430257954,120.3902201996985
213,AA,586004.1756,3207098.039,2154.0,60.08118224161383,83.71805495552199,121.11824731207201
214,AA,586000.6728,3207097.459,2154.0,59.79430715836418,84.5953009949514,121.29119917415605
215,AA,585991.5214,3207096.615,2153.0,60.21365685739925,85.44968967598345,122.5797934843292
216,AA,585988.3663,3207088.614,2153.0,62.40053285354665,85.35175302939112,124.83605136198979
217,AA,585987.9923,3207086.506,2152.0,63.26782692420621,86.45198784635333,125.45468461632215
218,AA,585968.6172,3207084.921,2150.0,69.62033334636268,90.67900501052118,126.18436047847007
219,AA,585954.2337,3207067.195,2147.0,74.50812248398887,98.96402680752746,126.35523352267626
220,AA,585960.6808,3207104.03,2147.0,69.77915507358158,90.83498829005416,126.47536574356256
221,AA,585962.5555,3207113.906,2147.0,67.61656851056944,88.54332769211474,125.0330864583066
222,AA,585973.8891,3207096.484,2151.0,64.29576876447162,88.78832839116934,125.71720513176315
223,AA,585984.5375,3207131.688,2152.0,58.17830194692666,88.96590682890542,120.50282592409138
224,AA,585987.6051,3207138.359,2153.0,55.8559178877254,88.69354856075346,118.48237039084817
225,AA,585992.0606,3207141.827,2152.0,55.87989440685008,90.17263767655761,120.27387588263302
226,AA,585983.0437,3207149.073,2152.0,55.18182843944121,92.00374879570226,120.20077969152246
227,AA,585977.3351,3207143.823,2152.0,56.29514085728674,89.68737852758979,120.29564097062413
228,AA,585955.9416,3207138.566,2151.0,63.22937333583656,91.96510367438124,120.95909640312362
229,AA,585956.886,3207142.562,2151.0,63.0311889188608,91.17545855298071,121.94332663826384
230,AA,585962.5856,3207149.031,2152.0,60.769008610455096,90.85544605883862,122.64382208709347
231,AA,585956.6678,3207158.738,2151.0,61.13848388517622,91.7726361985909,124.83429840573729
232,AA,585969.649,3207155.511,2152.0,57.80607968074841,91.35076015254056,122.99857705927117
233,AA,585973.4829,3207150.885,2153.0,56.84585963426475,90.57463040358451,121.28634620315482
234,AA,585980.7552,3207155.483,2153.0,54.7723612791298,93.36242964530274,121.92943651095179
235,AA,586000.3869,3207109.646,2159.0,61.25961348235946,86.59516872876056,119.33572222379941
236,AA,586009.2739,3207119.795,2157.0,59.024495332516004,90.42168532429841,120.80217301247801
237,AA,586022.4229,3207146.265,2157.0,60.25654499255455,89.62204346402324,123.62898121538824
238,AA,586013.3254,3207138.219,2154.0,58.297228701186135,89.98899440283341,121.40688204243402
239,AA,586011.6536,3207140.312,2155.0,57.66797104519751,90.32108915894159,121.9135965813678
240,AA,586009.6259,3207150.934,2155.0,57.14632047797363,90.05000909426629,122.96846869474447
241,AA,585994.2573,3207147.716,2155.0,56.144798867719985,90.9330011817816,120.32492191175123
242,AA,585995.0251,3207149.273,2155.0,55.67425460006786,91.1093387674072,120.49400106187582
243,AA,585993.0379,3207154.466,2155.0,55.21641806513303,92.16026531053454,121.99056168730988
244,AA,585989.8473,3207190.343,2154.0,61.55117167257845,97.21485946036627,120.78648144156662
245,AA,585978.0724,3207188.593,2154.0,59.7430590116163,96.06713769942134,121.24219835111168
246,AA,585973.3429,3207182.685,2155.0,58.81059869602426,95.75424716544498,122.56503345953058
247,AA,585967.5863,3207183.861,2153.0,59.025209100992754,94.06726218090769,123.8280531528408
248,AA,585953.0014,3207167.021,2152.0,61.48670448232059,90.69945464639639,124.95824386139512
249,AA,585903.6345,3207189.7,2153.0,69.21008277698618,96.42485357847936,124.05987714042996
250,AA,586032.4135,3207204.29,2158.0,72.66449679559828,101.71724218382386,126.45710327393739
251,AA,586015.8007,3207211.147,2156.0,69.62922606159569,104.1534957898364,125.05494850242816
252,AA,586003.557,3207206.956,2154.0,61.87922679937798,101.34456683667757,122.8354370730195
253,AA,586087.2261,3207209.021,7100.0,7.0282490498048675,7.0282490498048675,7.0282490498048675
254,AA,586080.3005,3207210.188,7100.0,7.0282490498048675,7.0282490498048675,7.0282490498048675
255,AA,585987.1368,3207201.071,2151.0,61.991533841107156,100.5291024738677,120.6977633332658
256,AA,585986.644,3207201.843,2151.0,62.53761215385904,100.90776797185852,120.15859612798205
257,AA,585982.3409,3207217.102,2154.0,67.76537046686546,100.4056878533785,120.98186456016218
258,AA,585974.0048,3207198.424,2153.0,59.632145835375134,97.89410134220644,121.50468064307319
259,AA,585962.1482,3207194.569,2151.0,59.96166935142285,90.73041734318802,123.81020968831231
260,AA,585957.5416,3207198.302,2151.0,59.953407604474734,89.618806833547,123.81258577950254
261,AA,585951.8313,3207193.273,2150.0,60.521061259510006,88.36115186885804,125.01099655376711
262,AA,585951.4251,3207195.486,2150.0,59.2203033327298,87.25652108317045,124.84815954906973
263,AA,585955.1275,3207208.478,2152.0,61.666955188801275,89.54733072582228,124.7933228096893
264,AA,585949.6775,3207246.886,2153.0,61.36213257718087,89.32598747658791,124.65682746473308
265,AA,585943.4274,3207235.87,2153.0,61.008693628777976,87.87135914899793,126.38427728897811
266,AA,585939.894,3207239.389,2153.0,58.268261058585566,85.98638302835438,126.03587972916719
267,AA,585939.8245,3207248.696,2153.0,57.43043772639772,86.78664875820299,124.54539263049757
268,AA,585929.4282,3207258.037,2152.0,56.53336575262376,86.39633924660907,122.48651866687611
269,AA,585878.1489,3207289.012,2146.0,67.35649587971916,90.16420301881199,123.37519653110309
270,AA,585893.8726,3207257.661,2149.0,56.88240828911491,89.08838265084273,122.49719203247723
271,AA,585894.4166,3207263.094,2150.0,58.091435316276915,87.2889461546259,122.54829201723722
272,AA,585896.5424,3207265.437,2150.0,57.63634202919137,87.40900807275457,121.04697964583599
273,AA,585912.0584,3207288.046,2151.0,56.18671216722498,81.29830989017012,120.71856835547237
274,AA,585916.7658,3207270.796,2151.0,55.77493921982603,82.21275070228491,119.98614499982642
275,AA,585912.4516,3207261.456,2153.0,56.12653176334762,84.9038572899011,120.09781163333864
276,AA,585911.1093,3207258.565,2153.0,54.55241372106969,85.74258149065292,121.2581037421891
277,AA,585920.8327,3207248.0,2154.0,54.3543854244103,86.05597664359733,120.90125235433551
278,AA,585923.5686,3207246.913,2155.0,56.894225788304304,85.85970934632421,123.98891125228488
279,AA,585935.0614,3207221.181,2156.0,60.8795277598762,90.24160680368946,128.30222293023542
280,AA,585931.9509,3207207.197,2155.0,62.57307666468699,90.2458504728722,127.82448318826204
281,AA,585945.5255,3207202.755,2155.0,61.342869467587235,87.25207314778703,126.5307767337233
282,AA,585947.1899,3207201.659,2156.0,60.56197585343993,87.98337109731457,125.92107998552738
283,AA,585919.5889,3207218.85,2154.0,59.946934817081456,91.72088493777521,127.56969544841571
284,AA,585918.5916,3207221.945,2154.0,60.402728194391564,89.84687931248281,125.60400539501705
285,AA,585920.075,3207232.039,2155.0,58.51331576756765,88.87408201644486,125.1014394459467
286,AA,585899.9389,3207241.085,2154.0,56.29025630584695,90.07555679475975,120.19603357263823
287,AA,585899.8581,3207225.794,2153.0,59.96656019366966,92.16886482531814,119.08649004523417
288,AA,585899.8581,3207225.794,2153.0,59.96656019366966,92.16886482531814,119.08649004523417
289,AA,585882.7965,3207214.475,2153.0,63.96605797690424,96.6075263085593,125.62163933559088
290,AA,585901.9973,3207213.289,2153.0,62.44975559593472,92.17848526965345,121.56072373376486
291,AA,585903.5526,3207213.744,2153.0,62.07931013078777,92.13411531482355,120.94515164483175
292,AA,585953.483,3207024.198,2151.0,64.9639484161604,107.39661199399188,138.58928338224513
293,AA,585947.0923,3207018.942,2152.0,69.70661656173611,108.12635931404242,139.67988668437474
294,AA,585957.5947,3206995.419,2153.0,67.65854355500508,105.70018803143546,142.90551320015877
295,AA,585972.6176,3206992.761,2147.0,63.58909248847898,103.40867859238108,142.5357255487267
296,AA,585990.4098,3207023.698,2150.0,65.2949551872475,98.83768186259692,135.11515222599914
297,AA,586004.3991,3207015.935,2150.0,65.95611197238618,102.22133206163791,138.07730911473664
298,AA,586017.5891,3207023.901,2151.0,66.35702018298495,100.77303829457182,133.6239539045817
299,AA,586018.3825,3207022.023,2151.0,66.97485941654269,102.04142293207737,134.6775320598424
300,AA,586021.4593,3207027.475,2154.0,66.5056514337287,99.64152482402213,133.713604346039
301,AA,586035.1727,3207030.569,2156.0,67.70572926640894,102.2678434260248,135.5990544771832
302,AA,586017.7768,3207050.938,2149.0,64.18797372617715,94.81234160404213,131.79417077385258
303,AA,586031.251,3207046.939,2155.0,64.4592345863546,97.2898110392636,133.48622592119727
